,HI30_GerEme,HI30_EmeEnJ,HI30_EnJFlo,HI30_FloFla,HI30_FlaFlw,HI30_FlwStG,HI30_StGEnG,HI30_EnGMat,HI30_MatHar,CumHI30_GerEme,CumHI30_EmeEnJ,CumHI30_EnJFlo,CumHI30_FloFla,CumHI30_FlaFlw,CumHI30_FlwStG,CumHI30_StGEnG,CumHI30_EnGMat,CumHI30_MatHar,TT_GerEme,TT_EmeEnJ,TT_EnJFlo,TT_FloFla,TT_FlaFlw,TT_FlwStG,TT_StGEnG,TT_EnGMat,TT_MatHar,biomass_GerEme,biomass_EmeEnJ,biomass_EnJFlo,biomass_FloFla,biomass_FlaFlw,biomass_FlwStG,biomass_StGEnG,biomass_EnGMat,biomass_MatHar,yield_FlaFlw,yield_FlwStG,yield_StGEnG,yield_EnGMat,yield_MatHar,Eo_GerEme,Eo_EmeEnJ,Eo_EnJFlo,Eo_FloFla,Eo_FlaFlw,Eo_FlwStG,Eo_StGEnG,Eo_EnGMat,Eo_MatHar,Eos_GerEme,Eos_EmeEnJ,Eos_EnJFlo,Eos_FloFla,Eos_FlaFlw,Eos_FlwStG,Eos_StGEnG,Eos_EnGMat,Eos_MatHar,Es_GerEme,Es_EmeEnJ,Es_EnJFlo,Es_FloFla,Es_FlaFlw,Es_FlwStG,Es_StGEnG,Es_EnGMat,Es_MatHar,ESW_GerEme,ESW_EmeEnJ,ESW_EnJFlo,ESW_FloFla,ESW_FlaFlw,ESW_FlwStG,ESW_StGEnG,ESW_EnGMat,ESW_MatHar,Flow_GerEme,Flow_EmeEnJ,Flow_EnJFlo,Flow_FloFla,Flow_FlaFlw,Flow_FlwStG,Flow_StGEnG,Flow_EnGMat,Flow_MatHar,FlowNO3_GerEme,FlowNO3_EmeEnJ,FlowNO3_EnJFlo,FlowNO3_FloFla,FlowNO3_FlaFlw,FlowNO3_FlwStG,FlowNO3_StGEnG,FlowNO3_EnGMat,FlowNO3_MatHar,Flux_GerEme,Flux_EmeEnJ,Flux_EnJFlo,Flux_FloFla,Flux_FlaFlw,Flux_FlwStG,Flux_StGEnG,Flux_EnGMat,Flux_MatHar,Infiltration_GerEme,Infiltration_EmeEnJ,Infiltration_EnJFlo,Infiltration_FloFla,Infiltration_FlaFlw,Infiltration_FlwStG,Infiltration_StGEnG,Infiltration_EnGMat,Infiltration_MatHar,PotInf_GerEme,PotInf_EmeEnJ,PotInf_EnJFlo,PotInf_FloFla,PotInf_FlaFlw,PotInf_FlwStG,PotInf_StGEnG,PotInf_EnGMat,PotInf_MatHar,PotRunoff_GerEme,PotRunoff_EmeEnJ,PotRunoff_EnJFlo,PotRunoff_FloFla,PotRunoff_FlaFlw,PotRunoff_FlwStG,PotRunoff_StGEnG,PotRunoff_EnGMat,PotRunoff_MatHar,Runoff_GerEme,Runoff_EmeEnJ,Runoff_EnJFlo,Runoff_FloFla,Runoff_FlaFlw,Runoff_FlwStG,Runoff_StGEnG,Runoff_EnGMat,Runoff_MatHar,SW_GerEme,SW_EmeEnJ,SW_EnJFlo,SW_FloFla,SW_FlaFlw,SW_FlwStG,SW_StGEnG,SW_EnGMat,SW_MatHar,T_GerEme,T_EmeEnJ,T_EnJFlo,T_FloFla,T_FlaFlw,T_FlwStG,T_StGEnG,T_EnGMat,T_MatHar,WaterTable_GerEme,WaterTable_EmeEnJ,WaterTable_EnJFlo,WaterTable_FloFla,WaterTable_FlaFlw,WaterTable_FlwStG,WaterTable_StGEnG,WaterTable_EnGMat,CoverGreen_GerEme,CoverGreen_EmeEnJ,CoverGreen_EnJFlo,CoverGreen_FloFla,CoverGreen_FlaFlw,CoverGreen_FlwStG,CoverGreen_StGEnG,CoverGreen_EnGMat,CoverGreen_MatHar,CoverTotal_GerEme,CoverTotal_EmeEnJ,CoverTotal_EnJFlo,CoverTotal_FloFla,CoverTotal_FlaFlw,CoverTotal_FlwStG,CoverTotal_StGEnG,CoverTotal_EnGMat,CoverTotal_MatHar,LAI_GerEme,LAI_EmeEnJ,LAI_EnJFlo,LAI_FloFla,LAI_FlaFlw,LAI_FlwStG,LAI_StGEnG,LAI_EnGMat,LAI_MatHar,CumTT_GerEme,CumTT_EmeEnJ,CumTT_EnJFlo,CumTT_FloFla,CumTT_FlaFlw,CumTT_FlwStG,CumTT_StGEnG,CumTT_EnGMat,CumTT_MatHar
2018-MIH1,2,2,1,16,1,5,23,1,0,2,4,5,21,22,27,50,51,51,12.7781823,11.58019091,18.3150005,13.83088456,12.93835704,14.46355836,15.04367237,14.7260125,10.5599909,0.006098373,0.306278572,1.330038,183.5539183,608.52282,800.9708,1234.590339,1444.324,1444.324,0.01063185,0.36348279,5.194444984,8.13599092,8.13599092,5.150524567,5.09613464,6.6064124,5.287119203,4.86634628,4.67720585,4.214880129,3.9288649,2.45666765,4.789337533,4.780865907,6.1630788,2.933035797,1.31927896,1.37646615,1.692491423,2.142562,1.3719868,2.802866716,2.248060862,1.51664857,1.399160378,1.281254816,1.318673945,1.662080324,2.142562007,1.371986801,229.4825491,234.8672288,232.6248544,211.9059415,174.7072751,160.248061,153.0797112,167.9525871,166.7979252,-0.110055367,-0.057726466,-0.02735604,0.087026367,0.022084818,0.015338108,0.035272473,0.014135379,0.016114661,8.495061744,4.367998386,0.61753671,0.115109367,0.023542495,0.12772454,0.723670978,0.815064954,0.554878362,12.22767585,9.3108033,6.4699534,1.490517654,0.001343843,0.09625043,2.213284678,4.242797,2.56213775,5.8370185,2.5186666,0.48,1.747368421,0.658,2.852,4.576992806,3.25,0.87,5.838333333,2.518666667,0.48,1.747368421,0.658,2.852,4.79,3.25,0.87,5.838333333,2.518666667,0.48,1.747368421,0.658,2.852,4.79,3.25,0.87,0.001314772,0,0,0,0,0,0.213007187,0,0,2.453236263,2.480159655,2.468947801,2.365353221,2.179359888,2.10706382,2.07122207,2.14558645,2.139813139,2.038864478,2.599748715,6.326646,6.036513955,0.130039602,0.232986567,0.163934243,0,0,0,0,0,0,0,0,0,0,6.71E-05,0.003157455,0.0136195,0.411311335,0.74439542,0.69612704,0.498882806,0.27498095,0.2676736,6.71E-05,0.003157455,0.0136195,0.411712459,0.74763028,0.70262858,0.531890961,0.3400369,0.33388615,0.000167705,0.007925223,0.03428275,1.740828098,3.514946,3.2281804,1.819434594,0.80393335,0.77884625,65.3729895,167.3806323,257.180693,509.1653874,790.6474368,877.3484239,1170.034534,1403.22039,1413.780381
2018-MNH1,5,5,0,17,1,1,18,0,0,5,10,10,27,28,29,47,47,47,17.93465186,13.42031711,14.011147,14.28181517,13.3408427,12.43997095,13.52841809,9.51115155,11.32008325,0.010347112,0.521552561,1.587523,188.0863681,682.88902,917.9612273,1476.910649,1755.477,1755.477,0.013649732,0.390261565,6.557368005,10.5700683,10.5700683,6.50355042,4.498602533,3.7416966,4.98171057,5.43883186,4.383075164,3.791507035,4.18244265,4.2812194,6.02002964,4.204826893,3.4990071,2.621015915,1.414288,1.174886073,1.343807824,1.96913955,2.0421853,2.254482861,2.486578237,3.499007131,2.026010483,1.414288023,1.158129073,1.325214007,1.969139536,1.918581224,198.002138,221.0912916,246.4385204,285.3691154,256.9729237,224.2693263,191.5944265,205.5790464,201.6911762,-0.086526001,-0.107131132,-0.102980789,-0.064289636,0.014416512,0.048197435,-0.021755591,-0.012794248,0.001818765,1.037414479,8.080409406,12.63344694,7.37045294,0.378598438,-0.003838546,0.145493846,0.129676046,0.074265603,1.227487537,8.02979141,16.3617474,18.25590003,1.645038424,0.061211178,1.760695545,1.25396775,0.68342145,3.346,5.930678667,0.36,5.041519875,1.044,1.487272727,3.766603541,0.005,0,3.346,6.344666667,0.36,5.22175,1.044,1.487272727,4.69,0.005,0,3.346,6.344666667,0.36,5.22175,1.044,1.487272727,4.69,0.005,0,0,0.413988087,0,0.180230065,0,0,0.923396472,0,0,2.597527028,2.712972803,2.839708947,3.03436192,2.892380957,2.728862972,2.565488474,2.63541157,2.615972238,3.5345426,1.260637595,0.4182882,1.104813367,0.596655054,1.762745373,0.313416298,1.3451678,2.345168,0,0,0,311.8024069,1795.551314,1799.418224,1021.616641,0,0.000113786,0.005408323,0.01617916,0.43815995,0.78658442,0.769345927,0.587377535,0.38389445,0.3732843,0.000113786,0.005408323,0.01617916,0.438322464,0.78783202,0.772035636,0.6104349,0.43430875,0.4253038,0.000284546,0.013589538,0.04077869,1.864036495,3.8615898,3.668869273,2.332780351,1.2109175,1.1682645,68.459976,197.5948507,288.708015,567.3940185,873.0300252,958.6086977,1281.513438,1514.791782,1526.111866
2018-MOH1,3,14,1,31,4,7,30,2,1,3,17,18,49,53,60,90,92,93,14.14001867,16.74063608,18.8623015,19.24364663,18.52040073,19.69669566,18.12703916,18.59500025,18.7849998,0.012476278,1.968955665,7.954602,227.6650307,720.6186,901.2428857,1300.968226,1464.098,1464.098,0.029776243,0.519678973,5.904174102,8.37754038,8.37754038,4.973180867,6.603363393,7.5146975,6.564222372,7.58365125,8.009710029,5.636210529,4.9988831,6.2118085,4.667714017,6.14188016,6.6320534,3.086127456,1.88757315,2.1870345,2.664961352,3.50314655,4.3672585,2.399444035,1.663323721,0.873243261,1.458424647,1.55333473,1.352693838,1.892898278,3.50314657,4.36725854,268.2379565,265.8973509,260.7676829,240.1030738,181.9106677,163.1477085,132.5388797,122.1056488,125.8628203,-0.172092329,-0.119548713,0.027360569,-0.05844803,-0.010721112,0.000393973,-0.023706885,-0.043913545,-0.065128991,5.87932095,0.389893014,-0.073626071,0.632989487,-0.035141904,-0.027593929,0.011594512,0.013900278,0.018642855,4.110431383,1.40212313,0.04182274,0.387666086,0,0,0,0,0,4.838992,1.039333333,0,2.684401344,0.0075,1.447142857,2.87,12.15,12.49,5.045,1.039333333,0,2.686875,0.0075,1.447142857,2.87,12.15,12.49,5.045,1.039333333,0,2.686875,0.0075,1.447142857,2.87,12.15,12.49,0.206008,0,0,0.002473618,0,0,0,0,0,3.33070709,3.31900406,3.293355702,3.190032673,2.899070656,2.805255855,2.652211703,2.600045528,2.618831395,1.618920067,5.0764918,8.703769,3.646554479,3.3745015,4.729532857,2.419451433,0,0,0,0,0,0,0,0,0,0,0.000137183,0.016643045,0.05871017,0.544075521,0.789112,0.723285343,0.369268969,0.066599605,0.05990794,0.000137183,0.016643045,0.05871017,0.544625668,0.793962425,0.735068186,0.443286335,0.1979634,0.1926447,0.000343098,0.042361422,0.1512605,2.536955222,4.4601755,3.804562571,1.33941961,0.1723668,0.1544437,61.47464117,218.6122843,333.32039,631.7905657,958.0206038,1045.189829,1374.750582,1656.68402,1666.076519
2018-NCH1,4,11,1,28,4,7,27,1,1,4,15,16,44,48,55,82,83,84,15.30792946,16.18299999,17.2399998,17.81355919,19.8020183,20.52133776,18.25630089,17.0824995,17.6899996,0.017541476,1.038545139,4.217112,155.3574267,480.72205,611.6759,901.1207345,994.4791,994.4791,0.02226734,0.39336182,4.031086959,5.53495516,5.53495516,6.86479566,5.139439547,6.2569805,5.822261028,6.635764625,6.853940514,5.573561962,3.96277375,5.7371355,6.51321102,4.857073553,5.7383074,3.207967988,2.218164125,2.521638243,3.134174424,3.150905,4.5794494,1.768602264,2.522568643,2.02596056,2.129111423,1.990588037,2.280181014,2.398458941,3.150904989,4.579449397,152.5064652,174.3587773,180.9486906,180.100794,154.6640596,142.3594618,162.4849912,246.3901907,246.0006267,-0.001230453,0.006568992,0.01017409,0.039426061,0.073158252,0.077877365,0.052464514,0.00361763,-0.00407941,0.340945935,15.93434299,7.32451041,6.976428853,0.659658904,-0.023123748,3.129875545,11.3072662,11.38265387,5.73116634,11.2869826,11.8783432,9.590728296,0.892454434,0.095586886,8.062880466,35.05688762,34.67424692,1.39,4.481409667,0.65,3.276965125,1.3475,1.954285714,7.365535517,13.4216975,3.91,1.39,4.62,0.65,3.2965625,1.3475,1.954285714,8.059310345,17.475,3.91,1.39,4.62,0.65,3.2965625,1.3475,1.954285714,8.059310345,17.475,3.91,0,0.138590273,0,0.019597377,0,0,0.693774876,4.053303,0,1.674364872,1.783626426,1.816575985,1.812336505,1.685152836,1.623629843,1.724257486,2.143783473,2.141835652,4.0016724,2.497676488,3.820104,2.496039227,0.12529134,1.450056914,1.629130965,0,0,0,0,0,1113.992466,1797.968514,1799.354213,1799.975343,1799.999992,0.000192863,0.010166958,0.03932088,0.395652551,0.62850925,0.540783386,0.244014382,0.01772993,0.01520615,0.000192863,0.010166958,0.03932088,0.397631183,0.639699925,0.561870143,0.318645569,0.13253135,0.1304697,0.000482391,0.025713801,0.1002871,1.815779466,3.176172,2.640475571,0.867930027,0.04473071,0.03830736,52.857749,198.9457083,311.353375,576.8938677,894.467794,986.7347216,1300.478796,1565.498386,1574.343386
2018-NYH1,3,2,1,21,2,2,18,2,1,3,5,6,27,29,31,49,51,52,14.00946708,10.67914675,12.3891506,14.43408981,14.60595966,13.79942512,14.33729244,16.4675002,13.83697625,0.006487615,0.636373623,2.845371,195.2419126,656.0238,827.27583,1282.333252,1576.056,1576.056,0.009128504,0.30505354,5.076968404,8.81533512,8.81533512,5.094973967,4.824832112,7.2879354,5.889758216,3.33851224,4.18767778,4.061572888,4.1729522,3.2519169,4.77280185,4.524085524,6.7558917,3.15879827,0.93961524,1.20000065,1.360246424,1.63063835,1.2942615,1.581794471,1.982230943,1.018614541,1.894123166,0.860251075,1.162681566,1.349524084,1.63063835,1.294261512,212.1922235,213.7022218,209.48259,193.5357905,195.7397169,196.301576,196.6092286,179.2610513,177.2865797,-0.062128404,-0.054647589,-0.035574884,-0.097424721,-0.351974611,-0.152937378,-0.129600398,-0.076173316,-0.072602159,0.072332511,0.94079278,-0.008821862,0.761118927,9.404420907,3.265554334,1.429889681,0.009756443,0.009317334,1.51814253,1.40685988,0.186885,0.384675314,11.62795636,4.494522447,4.978194704,0,0,0.966666667,1.931176471,0,3.347433595,16.7156686,1.291,4.074987909,1.55,1.405,0.966666667,1.931176471,0,3.354054054,18.884,1.291,4.43969697,1.55,1.405,0.966666667,1.931176471,0,3.354054054,18.884,1.291,4.43969697,1.55,1.405,0,0,0,0.006620473,2.16833102,0,0.364709071,0,0,2.247966742,2.255516737,2.234418586,2.154684578,2.165704207,2.168513505,2.170051763,2.083310891,2.073438533,4.19745,3.743654742,6.534033,2.583450644,0.002516933,0.102906659,0.036688391,0.03783198,0.03783198,0,0,0,0,0,0,0,0,7.13E-05,0.005552816,0.02213882,0.432928337,0.77401218,0.74816891,0.631325667,0.5075854,0.49885485,7.13E-05,0.005552816,0.02213882,0.433219742,0.77657808,0.75305789,0.648969691,0.54079155,0.533265,0.000178409,0.013974585,0.05596892,1.834940721,3.718845,3.4504805,2.528289242,1.771196,1.727232,59.78332533,179.0204127,263.528142,518.5050731,815.006314,904.7651769,1194.044989,1433.341392,1447.178369
2018-NYH2,0,4,0,20,2,1,18,2,1,0,4,4,24,26,27,45,47,48,10.26623549,11.39637074,11.3082048,14.16341399,14.02378422,13.86479271,14.32759002,16.4675002,13.83697625,0.008015708,1.051856893,3.970344,199.7072919,708.23906,866.22395,1343.593786,1652.033,1652.033,0.013974392,0.355697437,5.464597193,9.39822457,9.39822457,4.681515625,4.703491233,7.1865663,5.95725941,3.97171288,3.78029054,4.002738894,4.18486855,3.2610055,4.3761725,4.376653383,6.5194348,3.166023997,1.03391984,1.06759242,1.365092951,1.69444785,1.3437648,2.440621545,2.005304171,0.92247935,1.786596954,1.028249068,1.029120187,1.350055311,1.694447871,1.343764816,240.7695683,240.7295114,235.0344462,217.2154195,182.5093552,213.589231,209.682401,193.620219,191.6871841,-0.054540275,-0.028292556,0.041873454,-0.092637925,-0.223021951,-0.248466813,-0.144775721,-0.114160309,-0.109328315,3.395909547,0.949043506,0.008006017,0.496407135,3.214448617,5.239418475,1.384770921,0.018135018,0.017406461,3.545058115,2.494903958,1.25505818,0.390196702,4.0456754,7.552722406,4.806553402,0,0,3.580202375,1.743333333,0,2.701183821,12.4487912,4.6796878,3.977024743,1.55,1.405,3.62125,1.743333333,0,2.701794872,13.648,5.436,4.324,1.55,1.405,3.62125,1.743333333,0,2.701794872,13.648,5.436,4.324,1.55,1.405,0.041047675,0,0,0.000611059,1.19920844,0.7563121,0.346975259,0,0,2.303045707,2.30284543,2.274370108,2.185274961,2.011744645,2.167144027,2.147609872,2.067298957,2.057633781,1.388881646,3.466208329,7.853085,2.822175705,0.645285671,0.112098148,0.041310627,0.07302616,0.07302616,0,0,0,0,0,0,0,0,8.81E-05,0.009067849,0.02953716,0.432016704,0.77337034,0.74637407,0.620396811,0.48370745,0.4750459,8.81E-05,0.009067849,0.02953716,0.432315466,0.77599864,0.75153372,0.639578823,0.5204282,0.5129906,0.000220432,0.022880136,0.07495541,1.821205063,3.7238428,3.4328767,2.462986914,1.6527975,1.611192,51.4855095,194.6897301,283.274014,541.9313503,851.9618788,943.0009547,1245.696242,1499.174887,1513.011864
2018-NYH3,0,5,1,22,1,4,20,1,1,0,5,6,28,29,33,53,54,55,10.26623549,11.41919533,12.3891506,14.48161762,13.16509224,14.9124876,13.54949709,13.9492824,13.23344645,0.00933736,2.09607042,8.286232,280.8292066,825.90578,993.4128778,1517.352707,1857.978,1857.978,0.01167879,0.339610906,5.799627669,10.4403304,10.4403304,4.681515625,4.954379841,7.2657245,5.587544546,4.6429216,4.094532456,3.556054756,3.77309865,3.1114788,4.366857213,4.555675577,6.4235339,2.661824078,1.1609176,1.040636611,1.079971951,1.38968035,1.16909305,2.440203505,1.90435355,1.020032024,1.701329287,1.105699341,1.040636601,1.064117169,1.218337107,1.169093044,239.4472798,238.8205756,233.9407716,213.2083322,218.6517507,197.4767472,205.6131856,204.9268564,214.5829197,-0.105039446,-0.048721678,-0.025255516,-0.137172276,-0.216208582,-0.120879996,-0.135851665,-0.108553204,-0.119874854,3.358688273,0.768255307,-0.000243917,1.275184061,5.109318693,0.628104519,0.988401902,0.272414027,0.480674567,3.435685085,2.212028815,0.6380846,1.792700714,8.50009516,1.024408629,5.152724357,3.8954418,7.61929165,3.5814315,1.747727273,0,4.504472707,0.938,1.865555556,4.359567512,7.3429055,12.714326,3.62125,1.747727273,0,4.719512195,0.938,1.865555556,4.895365854,7.615,13.08,3.62125,1.747727273,0,4.719512195,0.938,1.865555556,4.895365854,7.615,13.08,0.03981845,0,0,0.215039471,0,0,0.535798374,0.2720945,0.36567415,2.384242024,2.381108504,2.356709474,2.253047285,2.280264392,2.174389361,2.21507155,2.211639921,2.259920221,1.38875719,3.743285989,6.517332,2.243066748,0.091146544,0.017518352,0.009382661,0.00528453,0,0,0,0,0,0,0,0,0,0.000102669,0.015944519,0.05562621,0.521893636,0.82842692,0.805573267,0.6817359,0.5359308,0.52826645,0.000102669,0.015944519,0.05562621,0.522534092,0.8322153,0.811658144,0.703364971,0.57880265,0.5723723,0.000256777,0.040524305,0.1430831,2.403602122,4.4077392,4.098377,2.924859683,1.9193775,1.8784475,51.4855095,216.0918737,329.361637,613.9924942,936.6403434,1020.559274,1355.277746,1629.281725,1642.515171
2018-OHH1,0,5,0,17,2,7,16,0,1,0,5,5,22,24,31,47,47,48,12.25810683,14.61161145,14.8199997,14.58479457,13.65801306,15.72868844,14.88790157,15.4299994,15.5649996,0.005216236,0.214647206,0.6841778,129.7842012,549.82066,785.3339889,1297.271297,1602.632,1602.632,0.018749424,0.471071361,6.000555595,9.7487496,9.7487496,4.222599371,5.952374745,4.0808025,5.3346833,5.9684174,5.941514433,4.410283874,2.0987245,3.57529475,3.917283914,5.590808945,3.8359278,3.165899883,1.59448976,1.626616756,1.477015903,0.8866328,1.6894916,2.523914918,2.58121317,3.183818909,1.978160055,1.594489783,1.381672034,1.383027845,0.886632758,1.689491577,307.3287912,310.2197336,310.5900188,309.7227183,268.3963697,234.4633492,207.5074001,201.4481474,200.3704816,0.083250529,0.048768943,0.04786825,0.040797436,0.016568683,0.045239254,-0.035436748,-0.153974445,-0.131763098,2.003234184,1.041378306,0.10688273,2.232575292,-0.038948122,-0.036561824,0.054395259,0.23867494,0.218421937,1.489779888,1.845345219,1.8023088,3.207798205,0.051522845,0.008834537,0.228710422,2.789104,2.5564535,4.157331857,2.196363636,2.2,3.304924833,1.008,0.885555556,3.755483839,8.79,5.8,4.165714286,2.196363636,2.2,3.305277778,1.008,0.885555556,3.755483871,8.79,5.8,4.165714286,2.196363636,2.2,3.305277778,1.008,0.885555556,3.755483871,8.79,5.8,0.008382411,0,0,0.000352952,0,0,0,0,0,3.187908698,3.202363408,3.204214832,3.199878339,2.993246601,2.823581492,2.688801748,2.658505485,2.653117156,4.462621957,2.639468173,1.85822,1.491223733,1.64670046,4.132126111,0.63017269,0,0,1796.515904,1798.51982,1797.758478,1796.305166,1799.560315,1799.916893,1103.224359,0,5.74E-05,0.002244028,0.007200829,0.378631142,0.76520888,0.748795922,0.619980016,0.461648,0.456683,5.74E-05,0.002244028,0.007200829,0.378680609,0.76576044,0.7506657,0.634865868,0.4953185,0.49101605,0.000143446,0.005622576,0.0180672,1.537463604,3.6227586,3.455686111,2.478321484,1.548107,1.5252605,60.35404829,168.6387491,246.112819,486.5133239,782.5760444,873.8230974,1155.426333,1384.824308,1392.674308
2018-SCH1,0,6,1,29,4,7,27,1,2,0,6,7,36,40,47,74,75,77,8.8274625,12.84119461,17.954999,16.26089495,19.99137398,19.30271899,18.4779815,16.665,16.8775001,0.005038477,0.701452924,2.893255,148.5348619,558.447575,709.1652,1112.08965,1320.093,1320.093,0.026597473,0.436514924,5.149827954,7.8175627,7.8175627,4.221079689,6.404130156,7.0620969,5.336023826,7.442351075,6.443437614,5.788889954,4.8905296,5.2024654,3.883475389,5.884416744,6.3607275,2.823977769,2.278683075,2.032317343,2.601877593,2.9169933,3.1367316,2.617758235,1.133079637,0.635444141,2.192067868,1.744963928,1.852324962,2.169395974,2.150195991,2.282038961,272.6566207,252.5381946,233.8333819,283.6966962,206.1270711,192.0362803,187.0732121,185.172095,185.7058221,0.010240063,0.023514081,0.02374492,0.052485165,0.248953659,0.132020654,0.00358898,-0.046091725,-0.050604855,16.91920721,2.00391522,0.1802618,12.23934886,0.005119244,0.0088725,0.294457536,0.390355358,0.407680811,18.5540147,14.12237766,7.71992863,28.93165035,3.453814738,1.270357233,2.776213239,5.0021215,5.13880375,5.822026778,0.483125,0,6.333864314,1.1575,4.631428571,5.004009286,5.33,5.085,7.07,0.483125,0,6.643142857,1.1575,4.631428571,5.024642857,5.33,5.085,7.07,0.483125,0,6.643142857,1.1575,4.631428571,5.024642857,5.33,5.085,1.247973333,0,0,0.309278595,0,0,0.020633543,0,0,3.456304502,3.355712375,3.262188314,3.51150488,3.123656762,3.053202802,3.02838747,3.018881899,3.021550523,1.371154119,9.353742125,15.98241,1.862752021,4.357137,3.063885854,0.744078993,0.05291803,0.066440255,720.0841306,1678.762762,1754.882721,1157.581998,1765.821901,1789.24925,1092.500713,0,5.54E-05,0.005506136,0.02011843,0.390368834,0.6713578,0.653548043,0.430666321,0.2279498,0.220732,5.54E-05,0.005506136,0.02011843,0.390621075,0.674359925,0.660144671,0.464413557,0.2889112,0.2827662,0.000138558,0.013848703,0.05080891,1.516850515,3.0852895,2.755134,1.471135025,0.6467641,0.6236079,48.87071522,174.7419046,283.236285,547.8611143,864.34936,952.228105,1261.715717,1508.636586,1517.181586
2018-TXH1-Dry,2,8,1,26,4,8,27,1,2,2,10,11,37,41,49,76,77,79,9.586855038,12.89505546,13.7540768,13.4831603,19.04946408,18.9457872,19.97340471,21.0249996,20.34729765,0.010521783,0.706453351,2.844706,186.2415132,673.6556,805.8318125,1144.104207,1249.236,1249.236,0.025177668,0.404910321,4.645173307,6.48755508,6.48755508,3.97811345,4.258886089,4.1406643,4.964854627,7.51201525,5.598646363,7.364592611,6.6075778,7.69516755,3.695498713,3.956856472,3.782505,2.600445553,2.358034125,1.746460238,3.9579411,5.1029116,5.93698905,0.748022984,1.847176646,1.470008228,1.532332746,0.685254605,1.474529448,1.574991289,5.102911643,3.718190713,156.8259681,171.3556609,201.529183,174.0514671,114.8405685,124.9493074,89.78363498,103.29999,101.9917154,-0.026349143,-0.03074324,-0.041670626,-0.057969388,-0.027827747,-0.06516196,-0.025828516,-0.075847615,-0.067127703,0.033216045,3.240490262,1.39559077,0.370729114,-0.003606728,0.310446331,0.066028154,0.702410657,0.440213621,1.394957809,5.817472132,12.085,3.01788611,0,0.502378425,0.308155481,3.379315,2.0808303,0.0125,4.466830389,0,1.422888867,0,4.566250125,2.40109437,0.91,0.46,0.0125,6.306111111,0,1.422888889,0,4.56625,2.407037037,0.91,0.46,0.0125,6.306111111,0,1.422888889,0,4.56625,2.407037037,0.91,0.46,0,1.839280556,0,0,0,0,0.005942626,0,0,4.595240247,4.66788871,4.818756309,4.681367739,4.385313248,4.435856945,4.260028581,4.327610329,4.321068961,12.39904075,11.70698224,3.41389,5.471853408,13.88507,2.236277573,5.689993839,0.7117116,1.2117118,0,0,0,0,0,0,0,0,0.000115686,0.006502996,0.0261461,0.404312509,0.644015275,0.655903975,0.254823211,0.02103204,0.01665381,0.000115686,0.006502996,0.0261461,0.405215395,0.654906125,0.672803625,0.334857115,0.1456884,0.1421554,0.000289349,0.016377341,0.06623496,1.786634912,3.5613645,2.948610375,0.965336437,0.05314091,0.042009885,48.69038638,190.9889512,300.499217,558.6592029,921.8312088,1015.524744,1341.809061,1601.709269,1611.544067
2018-TXH1-Early,2,8,1,26,4,8,27,1,2,2,10,11,37,41,49,76,77,79,9.586855038,12.89505546,13.7540768,13.4831603,19.04946408,18.9457872,19.97340471,21.0249996,20.34729765,0.010521783,0.706499473,2.844879,186.2424056,673.6574,805.833925,1144.107078,1249.239,1249.239,0.025177733,0.404911311,4.645185457,6.48757526,6.48757526,3.97811345,4.25888595,4.1406639,4.964853833,7.51201445,5.598645838,7.364591704,6.6075775,7.6951671,3.695332588,3.956697656,3.7823715,2.600375667,2.35799455,1.746434475,3.95789577,5.1028686,5.93693875,0.748036779,1.847160211,1.470023481,1.53233053,0.685256898,1.474519689,1.574990956,5.102868604,3.718177847,156.8276437,171.3573184,201.5306316,174.0528691,114.8417251,124.9504561,89.78459841,103.300907,101.9926185,-0.026351718,-0.030744245,-0.041670776,-0.057971666,-0.027828409,-0.065162511,-0.025828479,-0.075847612,-0.067127567,0.033097631,3.240149758,1.394479511,0.370427391,-0.003608612,0.310415694,0.065976617,0.701869276,0.439875446,1.395168399,5.817527706,12.085067,3.017956208,0,0.502377375,0.308156222,3.379324,2.080844,0.0125,4.466804389,0,1.422888867,0,4.566250125,2.401095407,0.91,0.46,0.0125,6.306111111,0,1.422888889,0,4.56625,2.407037037,0.91,0.46,0.0125,6.306111111,0,1.422888889,0,4.56625,2.407037037,0.91,0.46,0,1.839306667,0,0,0,0,0.005941581,0,0,4.595248618,4.667896998,4.818763586,4.681374755,4.385319025,4.435862691,4.260033396,4.327614936,4.321073506,12.39862075,11.70661243,3.413831,5.471732833,13.88498,2.236259351,5.689966647,0.7116951,1.21169505,0,0,0,0,0,0,0,0,0.000115686,0.006503399,0.02614729,0.40431389,0.644016225,0.655904913,0.254824233,0.02103262,0.01665439,0.000115686,0.006503399,0.02614729,0.405216784,0.6549071,0.67280455,0.334858137,0.1456891,0.1421561,0.000289349,0.01637836,0.06623802,1.786640751,3.561369,2.948614,0.965339129,0.05314238,0.04201136,48.69038638,190.9889512,300.499217,558.6592029,921.8312088,1015.524744,1341.809061,1601.709269,1611.544067
